profile_description_tr,monthly_data_usage_gb,monthly_voice_min,monthly_spend_try,tenure_months,past_accepted_count,past_rejected_count,complaint_count,data_usage_trend_pct,target_segment,target_priority,is_converted
"94 aylık abone, aylık 48.4 GB veri ve 823 dk konuşma, ortalama 918 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",48.36544998277567,823.6915289695754,917.9605526927918,94,2,1,0,20.97829396713955,YUKSEK_DEGER,YUKSEK,1
"113 aylık abone, aylık 18.9 GB veri ve 709 dk konuşma, ortalama 514 TL harcama (ARPU).",18.886035231600715,709.8631289116457,514.0122110591533,113,0,0,0,18.449949151225027,YUKSEK_DEGER,YUKSEK,0
"80 aylık abone, aylık 10.5 GB veri ve 738 dk konuşma, ortalama 321 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",10.486782499162667,738.3619643667457,320.91012948648404,80,2,0,0,31.752932609035092,BELIRSIZ,ORTA,1
"7 aylık abone, aylık 12.6 GB veri ve 919 dk konuşma, ortalama 437 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",12.592218447281985,919.474557990503,437.41535165955594,7,3,1,0,32.66823210048509,YUKSEK_DEGER,YUKSEK,1
"16 aylık abone, aylık 3.2 GB veri ve 586 dk konuşma, ortalama 225 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",3.24567786327707,586.7713430252666,224.95194009893441,16,2,1,0,83.8884469346408,BELIRSIZ,ORTA,1
"99 aylık abone, aylık 12.5 GB veri ve 469 dk konuşma, ortalama 381 TL harcama (ARPU).",12.534041317662638,469.3816677299327,380.52375970271294,99,1,0,0,17.841499221769592,YUKSEK_DEGER,YUKSEK,1
"16 aylık abone, aylık 1.6 GB veri ve 837 dk konuşma, ortalama 222 TL harcama (ARPU).",1.591105210196226,837.9030085330085,221.81512300448964,16,1,1,0,-16.511764735213614,BELIRSIZ,ORTA,0
"40 aylık abone, aylık 28.3 GB veri ve 834 dk konuşma, ortalama 614 TL harcama (ARPU).",28.330955021379314,834.2241262067854,613.8892240232351,40,1,0,0,25.654824729756996,YUKSEK_DEGER,YUKSEK,1
"12 aylık abone, aylık 22.8 GB veri ve 711 dk konuşma, ortalama 531 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",22.841592690027362,711.6583349511593,531.4602459902328,12,2,1,0,45.14760141345701,YUKSEK_DEGER,YUKSEK,1
"35 aylık abone, aylık 8.3 GB veri ve 567 dk konuşma, ortalama 337 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",8.257975677059672,567.9257998835103,337.39885000981076,35,3,0,0,16.872433109559793,BELIRSIZ,ORTA,1
"113 aylık abone, aylık 16.8 GB veri ve 600 dk konuşma, ortalama 395 TL harcama (ARPU), veri kullanımı %48 düşüşte (churn sinyali), geçmişte 2 teklif kabul etmiş sadık müşteri.",16.77754808299405,600.275930201597,395.19365288691705,113,2,0,1,-48.10727638022422,RISKLI_KAYIP,YUKSEK,0
"21 aylık abone, aylık 17.3 GB veri ve 344 dk konuşma, ortalama 301 TL harcama (ARPU).",17.29094558101029,344.6454095737827,300.6407666637849,21,0,0,1,18.884005100073573,BELIRSIZ,ORTA,1
"50 aylık abone, aylık 7.0 GB veri ve 822 dk konuşma, ortalama 321 TL harcama (ARPU), geçmişte 4 teklif kabul etmiş sadık müşteri.",6.958085196228692,822.5893060414405,320.682174272917,50,4,2,1,-10.746796181787934,BELIRSIZ,ORTA,0
"43 aylık abone, aylık 14.9 GB veri ve 815 dk konuşma, ortalama 464 TL harcama (ARPU), veri kullanımı %28 düşüşte (churn sinyali).",14.859358438918688,815.5302619058288,464.4821165037763,43,1,2,0,-28.048147001986806,RISKLI_KAYIP,YUKSEK,1
"100 aylık abone, aylık 17.7 GB veri ve 337 dk konuşma, ortalama 352 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",17.651863908508535,337.6634499066432,351.8964706297608,100,2,0,0,9.667169332602395,YUKSEK_DEGER,YUKSEK,1
"112 aylık abone, aylık 14.6 GB veri ve 773 dk konuşma, ortalama 449 TL harcama (ARPU), veri kullanımı %33 düşüşte (churn sinyali).",14.582535831065835,773.5264167812272,448.88128602283086,112,1,0,0,-33.14537456539473,RISKLI_KAYIP,YUKSEK,0
"17 aylık abone, aylık 10.5 GB veri ve 680 dk konuşma, ortalama 312 TL harcama (ARPU).",10.478928779979789,680.8203310018017,312.2706683496835,17,1,0,1,30.57867760739139,BELIRSIZ,ORTA,1
"32 aylık abone, aylık 8.0 GB veri ve 395 dk konuşma, ortalama 245 TL harcama (ARPU).",8.011615602171348,395.6051779218408,244.898513546188,32,1,1,0,23.271979185811894,BELIRSIZ,ORTA,0
"41 aylık abone, aylık 14.2 GB veri ve 358 dk konuşma, ortalama 358 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",14.2294278140619,358.7999597855061,357.78187862661144,41,3,1,1,2.83327649377216,YUKSEK_DEGER,YUKSEK,1
"6 aylık abone, aylık 11.4 GB veri ve 674 dk konuşma, ortalama 321 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",11.439789521834557,674.6986538803445,320.9126115514341,6,3,1,0,-8.75195580518984,BELIRSIZ,ORTA,1
"88 aylık abone, aylık 25.0 GB veri ve 520 dk konuşma, ortalama 534 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",24.987942272569484,520.4591772186164,534.3563694774922,88,2,0,0,0.39751780690629523,YUKSEK_DEGER,YUKSEK,1
"27 aylık abone, aylık 39.6 GB veri ve 963 dk konuşma, ortalama 873 TL harcama (ARPU), veri kullanımı %20 düşüşte (churn sinyali), geçmişte 2 teklif kabul etmiş sadık müşteri.",39.58513915207652,963.989770109934,873.0242466419018,27,2,3,0,-20.272881190053692,RISKLI_KAYIP,YUKSEK,0
"20 aylık abone, aylık 30.7 GB veri ve 790 dk konuşma, ortalama 682 TL harcama (ARPU), 3 şikayet kaydı (memnuniyetsiz).",30.66050995316943,790.5196789297813,682.2296080598383,20,1,0,3,3.0738926979807744,RISKLI_KAYIP,KRITIK,0
"25 aylık abone, aylık 18.0 GB veri ve 694 dk konuşma, ortalama 438 TL harcama (ARPU), veri kullanımı %66 düşüşte (churn sinyali).",18.045046320198605,694.7386273464455,438.0046385445451,25,1,2,0,-66.11147693733867,RISKLI_KAYIP,YUKSEK,0
"66 aylık abone, aylık 10.8 GB veri ve 704 dk konuşma, ortalama 398 TL harcama (ARPU).",10.776782221257065,704.6158008004788,398.1364440604555,66,1,3,0,7.217749085671748,YUKSEK_DEGER,YUKSEK,1
"9 aylık abone, aylık 30.2 GB veri ve 866 dk konuşma, ortalama 695 TL harcama (ARPU).",30.156236767122085,866.1734360734335,695.3300140791927,9,0,0,0,7.855498539723056,YUKSEK_DEGER,YUKSEK,1
"92 aylık abone, aylık 25.9 GB veri ve 769 dk konuşma, ortalama 537 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",25.940345196923637,769.3036183454676,537.1524616252188,92,3,3,1,26.128741702268535,YUKSEK_DEGER,YUKSEK,1
"53 aylık abone, aylık 37.9 GB veri ve 699 dk konuşma, ortalama 785 TL harcama (ARPU).",37.93485063320863,699.9532876992045,784.9407254799971,53,1,0,0,12.495289399835524,YUKSEK_DEGER,YUKSEK,0
"61 aylık abone, aylık 19.8 GB veri ve 403 dk konuşma, ortalama 410 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",19.76587794517407,403.947764740498,410.13649455319234,61,3,1,0,29.433369046787476,YUKSEK_DEGER,YUKSEK,1
"38 aylık abone, aylık 46.9 GB veri ve 1212 dk konuşma, ortalama 1001 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",46.86473481195794,1212.3893930812437,1001.3458072248917,38,2,1,1,18.675777726309796,YUKSEK_DEGER,YUKSEK,1
"3 aylık abone, aylık 19.8 GB veri ve 379 dk konuşma, ortalama 453 TL harcama (ARPU).",19.769877834465632,379.3634485383534,452.66097735345295,3,0,1,1,30.91310676015308,YUKSEK_DEGER,YUKSEK,1
"84 aylık abone, aylık 10.7 GB veri ve 537 dk konuşma, ortalama 302 TL harcama (ARPU), geçmişte 5 teklif kabul etmiş sadık müşteri.",10.738387538652974,537.4914525799671,302.0859660558431,84,5,1,0,70.53562659981381,BELIRSIZ,ORTA,1
"70 aylık abone, aylık 12.2 GB veri ve 269 dk konuşma, ortalama 238 TL harcama (ARPU).",12.236829523711842,269.0543447180005,237.9955333780233,70,0,1,0,15.500428548709234,BELIRSIZ,ORTA,0
"103 aylık abone, aylık 24.2 GB veri ve 707 dk konuşma, ortalama 600 TL harcama (ARPU).",24.247798235566002,707.7596317538524,600.4352556414353,103,0,0,0,9.600603619184074,YUKSEK_DEGER,YUKSEK,0
"97 aylık abone, aylık 11.4 GB veri ve 630 dk konuşma, ortalama 382 TL harcama (ARPU), geçmişte 6 teklif kabul etmiş sadık müşteri.",11.417300676925175,630.2220874569615,382.2414317813284,97,6,4,0,34.676223031703884,YUKSEK_DEGER,YUKSEK,1
"55 aylık abone, aylık 46.7 GB veri ve 753 dk konuşma, ortalama 898 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",46.67255302206733,753.055287672952,898.081672470112,55,2,1,0,-6.705787569259062,YUKSEK_DEGER,YUKSEK,1
"1 aylık abone, aylık 23.0 GB veri ve 252 dk konuşma, ortalama 471 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",22.995738112165697,252.18687377911323,470.9760899830716,1,2,1,1,2.020305850864564,YUKSEK_DEGER,YUKSEK,1
"101 aylık abone, aylık 17.8 GB veri ve 822 dk konuşma, ortalama 470 TL harcama (ARPU).",17.784712595055577,822.5811334761863,470.2053136591604,101,0,0,1,15.524865456964243,YUKSEK_DEGER,YUKSEK,1
"70 aylık abone, aylık 18.8 GB veri ve 438 dk konuşma, ortalama 422 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",18.785552125097954,438.5129197060771,422.3949711205102,70,3,1,1,6.810375943212607,YUKSEK_DEGER,YUKSEK,1
"45 aylık abone, aylık 14.5 GB veri ve 570 dk konuşma, ortalama 377 TL harcama (ARPU).",14.475764524839592,570.1989601272269,376.847621618937,45,0,1,0,6.697836020022197,YUKSEK_DEGER,YUKSEK,1
"98 aylık abone, aylık 4.2 GB veri ve 786 dk konuşma, ortalama 260 TL harcama (ARPU).",4.173944823852203,786.3142537362129,260.0037005443066,98,1,2,0,27.49448008315782,BELIRSIZ,ORTA,0
"47 aylık abone, aylık 12.2 GB veri ve 652 dk konuşma, ortalama 375 TL harcama (ARPU), veri kullanımı %37 düşüşte (churn sinyali).",12.243360266581718,652.2533368263798,374.8801487665744,47,0,0,0,-37.401370987989004,RISKLI_KAYIP,YUKSEK,0
"79 aylık abone, aylık 43.3 GB veri ve 666 dk konuşma, ortalama 796 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",43.25952561565568,666.3885113333728,795.9252217921422,79,2,0,1,55.83647696180596,YUKSEK_DEGER,YUKSEK,1
"109 aylık abone, aylık 20.1 GB veri ve 759 dk konuşma, ortalama 496 TL harcama (ARPU).",20.11302551006519,759.8357639810798,496.11511052422645,109,0,2,0,17.147500449614036,YUKSEK_DEGER,YUKSEK,1
"26 aylık abone, aylık 32.8 GB veri ve 685 dk konuşma, ortalama 689 TL harcama (ARPU).",32.81849808914126,685.7581279877448,688.86348110917,26,1,0,1,-5.006533245356428,YUKSEK_DEGER,YUKSEK,1
"14 aylık abone, aylık 33.4 GB veri ve 531 dk konuşma, ortalama 712 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",33.3909851773237,531.7784194902565,712.3634827967559,14,2,1,1,45.70132270871974,YUKSEK_DEGER,YUKSEK,0
"54 aylık abone, aylık 16.9 GB veri ve 566 dk konuşma, ortalama 382 TL harcama (ARPU).",16.88381278591618,566.7061743529542,381.57240019995265,54,1,3,1,7.5883512675933416,YUKSEK_DEGER,YUKSEK,1
"71 aylık abone, aylık 26.2 GB veri ve 642 dk konuşma, ortalama 587 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",26.205488320344926,642.3757357303646,587.1740636832196,71,2,1,1,8.247463439906433,YUKSEK_DEGER,YUKSEK,1
"46 aylık abone, aylık 4.6 GB veri ve 420 dk konuşma, ortalama 222 TL harcama (ARPU).",4.608402584665725,420.88878129073305,222.2082583209683,46,1,1,1,-0.36758206716576325,BELIRSIZ,ORTA,0
"31 aylık abone, aylık 41.2 GB veri ve 799 dk konuşma, ortalama 771 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",41.182378873309716,799.2017318777339,771.2744675547104,31,3,0,0,41.692341596688834,YUKSEK_DEGER,YUKSEK,1
"88 aylık abone, aylık 39.2 GB veri ve 657 dk konuşma, ortalama 782 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",39.19304086403681,657.7307861614968,781.757730625129,88,2,0,0,4.766225520802711,YUKSEK_DEGER,YUKSEK,1
"59 aylık abone, aylık 23.8 GB veri ve 614 dk konuşma, ortalama 557 TL harcama (ARPU).",23.82598865329336,614.9552535843937,556.7894328857926,59,1,1,0,-8.96039914651995,YUKSEK_DEGER,YUKSEK,0
"95 aylık abone, aylık 20.6 GB veri ve 838 dk konuşma, ortalama 544 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",20.587712165044696,838.4993118062941,544.1751252184023,95,2,0,0,29.969324221496276,YUKSEK_DEGER,YUKSEK,1
"29 aylık abone, aylık 17.0 GB veri ve 575 dk konuşma, ortalama 418 TL harcama (ARPU).",17.03415474357093,575.9772713577261,418.1899577789289,29,1,1,1,34.573884393884136,YUKSEK_DEGER,YUKSEK,1
"106 aylık abone, aylık 35.1 GB veri ve 563 dk konuşma, ortalama 700 TL harcama (ARPU).",35.13512110198057,563.5158005695166,699.7271777392848,106,1,0,1,45.165207841803515,YUKSEK_DEGER,YUKSEK,0
"96 aylık abone, aylık 28.1 GB veri ve 503 dk konuşma, ortalama 577 TL harcama (ARPU).",28.10116846320383,503.0742471992071,577.2277173053699,96,1,1,0,20.839976051240846,YUKSEK_DEGER,YUKSEK,1
"17 aylık abone, aylık 13.4 GB veri ve 668 dk konuşma, ortalama 334 TL harcama (ARPU).",13.406062973604636,668.6134017851871,334.1299048116511,17,1,3,1,33.656662381078746,BELIRSIZ,ORTA,1
"14 aylık abone, aylık 7.2 GB veri ve 661 dk konuşma, ortalama 296 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",7.208999618705232,661.690021666303,296.27260835647303,14,3,0,0,-1.4813298149573138,BELIRSIZ,ORTA,0
"104 aylık abone, aylık 6.1 GB veri ve 466 dk konuşma, ortalama 224 TL harcama (ARPU).",6.1206075181358495,466.74315989801863,224.1456325721913,104,1,0,0,30.644985498707662,BELIRSIZ,ORTA,1
"36 aylık abone, aylık 34.9 GB veri ve 564 dk konuşma, ortalama 665 TL harcama (ARPU).",34.91111384037116,564.4612045773199,665.4142833910918,36,1,0,0,23.563065148346663,YUKSEK_DEGER,YUKSEK,0
"58 aylık abone, aylık 16.8 GB veri ve 468 dk konuşma, ortalama 470 TL harcama (ARPU).",16.78666153895022,468.0795462961534,469.9649309510836,58,1,1,0,18.26150672356649,YUKSEK_DEGER,YUKSEK,1
"112 aylık abone, aylık 23.6 GB veri ve 459 dk konuşma, ortalama 533 TL harcama (ARPU), veri kullanımı %34 düşüşte (churn sinyali).",23.579514164778125,459.0263092369019,533.076445907639,112,1,1,0,-33.92811901917574,RISKLI_KAYIP,YUKSEK,0
"24 aylık abone, aylık 18.3 GB veri ve 254 dk konuşma, ortalama 340 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",18.25379229703239,254.0204336546306,340.10580937698035,24,2,1,0,-4.704349338601865,BELIRSIZ,ORTA,1
"109 aylık abone, aylık 6.2 GB veri ve 553 dk konuşma, ortalama 264 TL harcama (ARPU).",6.189632532365744,553.8179492636889,264.00716373519913,109,0,1,0,3.8571248330035774,BELIRSIZ,ORTA,1
"63 aylık abone, aylık 4.7 GB veri ve 259 dk konuşma, ortalama 216 TL harcama (ARPU).",4.705531411767035,259.55734678399773,216.2351988002348,63,0,0,0,18.289900680880706,BELIRSIZ,ORTA,0
"118 aylık abone, aylık 12.8 GB veri ve 507 dk konuşma, ortalama 298 TL harcama (ARPU), 2 şikayet kaydı (memnuniyetsiz), geçmişte 2 teklif kabul etmiş sadık müşteri.",12.764944553928236,507.4368627320978,298.07556623306306,118,2,0,2,65.0184277181115,RISKLI_KAYIP,YUKSEK,0
"91 aylık abone, aylık 13.5 GB veri ve 477 dk konuşma, ortalama 351 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",13.543341318317708,477.4610708244783,350.9518281818759,91,2,2,0,26.481097908802266,YUKSEK_DEGER,YUKSEK,1
"25 aylık abone, aylık 13.5 GB veri ve 810 dk konuşma, ortalama 419 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",13.537292811814343,810.3790114531208,418.8573762394241,25,3,0,0,-15.25033401928405,YUKSEK_DEGER,YUKSEK,1
"59 aylık abone, aylık 13.8 GB veri ve 397 dk konuşma, ortalama 298 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",13.815028188374471,397.01303873807166,298.3932440982607,59,2,1,1,-7.006087996227933,BELIRSIZ,ORTA,0
"32 aylık abone, aylık 55.1 GB veri ve 447 dk konuşma, ortalama 977 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",55.09241579771533,447.76272303710493,977.3252907115178,32,3,0,0,39.746592558766444,YUKSEK_DEGER,YUKSEK,1
"116 aylık abone, aylık 32.5 GB veri ve 523 dk konuşma, ortalama 676 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",32.51638747812255,523.6951721616855,675.972238319719,116,2,0,0,-8.105505352946686,YUKSEK_DEGER,YUKSEK,1
"82 aylık abone, aylık 20.3 GB veri ve 483 dk konuşma, ortalama 497 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",20.30003314539735,483.9712696994448,496.5361788634238,82,2,0,0,30.467612438033676,YUKSEK_DEGER,YUKSEK,1
"110 aylık abone, aylık 16.5 GB veri ve 873 dk konuşma, ortalama 465 TL harcama (ARPU).",16.503777148664515,873.8509594843752,464.8459260780644,110,0,0,0,7.930552255891885,YUKSEK_DEGER,YUKSEK,1
"18 aylık abone, aylık 16.9 GB veri ve 372 dk konuşma, ortalama 453 TL harcama (ARPU), geçmişte 4 teklif kabul etmiş sadık müşteri.",16.898700416394565,372.2865253900761,452.9871623779871,18,4,0,1,0.8402765133393411,YUKSEK_DEGER,YUKSEK,1
"37 aylık abone, aylık 27.5 GB veri ve 524 dk konuşma, ortalama 505 TL harcama (ARPU).",27.47119258227734,524.1191002028316,505.1527061728238,37,0,1,0,-7.726634748947948,YUKSEK_DEGER,YUKSEK,1
"26 aylık abone, aylık 16.4 GB veri ve 666 dk konuşma, ortalama 440 TL harcama (ARPU), veri kullanımı %71 düşüşte (churn sinyali).",16.400108542136667,666.4130498328813,439.9707393930601,26,1,0,0,-71.16061302331177,RISKLI_KAYIP,YUKSEK,0
"9 aylık abone, aylık 30.5 GB veri ve 776 dk konuşma, ortalama 621 TL harcama (ARPU).",30.517675067458892,776.2366686084013,620.643630135668,9,1,1,0,18.493778105020066,YUKSEK_DEGER,YUKSEK,1
"99 aylık abone, aylık 21.7 GB veri ve 523 dk konuşma, ortalama 484 TL harcama (ARPU), veri kullanımı %21 düşüşte (churn sinyali).",21.74198915139762,523.9516888139593,483.6256541586631,99,1,1,0,-21.30324407525173,RISKLI_KAYIP,YUKSEK,1
"64 aylık abone, aylık 55.4 GB veri ve 216 dk konuşma, ortalama 908 TL harcama (ARPU), veri kullanımı %30 düşüşte (churn sinyali).",55.38891755127543,216.38007989924148,908.4525767458289,64,1,1,0,-30.459189994121147,RISKLI_KAYIP,YUKSEK,0
"72 aylık abone, aylık 15.7 GB veri ve 569 dk konuşma, ortalama 415 TL harcama (ARPU).",15.740983577454836,569.9791556828991,415.31690849011915,72,0,1,1,11.194367547146268,YUKSEK_DEGER,YUKSEK,1
"20 aylık abone, aylık 33.9 GB veri ve 870 dk konuşma, ortalama 729 TL harcama (ARPU).",33.93173757475608,870.405695236143,729.250781245504,20,1,0,1,30.73857194894439,YUKSEK_DEGER,YUKSEK,0
"54 aylık abone, aylık 7.7 GB veri ve 656 dk konuşma, ortalama 273 TL harcama (ARPU), 2 şikayet kaydı (memnuniyetsiz), veri kullanımı %37 düşüşte (churn sinyali).",7.745111011575111,656.4374814860854,272.68463613004826,54,0,2,2,-37.420202202318144,RISKLI_KAYIP,YUKSEK,1
"106 aylık abone, aylık 11.0 GB veri ve 647 dk konuşma, ortalama 321 TL harcama (ARPU).",10.976742032328678,647.2835724719865,321.2991165524081,106,1,1,0,30.084887691175716,BELIRSIZ,ORTA,0
"86 aylık abone, aylık 51.1 GB veri ve 387 dk konuşma, ortalama 951 TL harcama (ARPU).",51.053220745555656,387.3964016846007,951.2513764437416,86,1,0,0,-17.58014807820915,YUKSEK_DEGER,YUKSEK,1
"83 aylık abone, aylık 29.7 GB veri ve 366 dk konuşma, ortalama 583 TL harcama (ARPU).",29.730271258499833,366.8656819422671,582.6329174198233,83,1,1,0,21.223276400823057,YUKSEK_DEGER,YUKSEK,1
"30 aylık abone, aylık 23.9 GB veri ve 603 dk konuşma, ortalama 477 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",23.850042043759075,603.6083297268199,477.4084354055985,30,2,1,1,19.47373009754584,YUKSEK_DEGER,YUKSEK,0
"53 aylık abone, aylık 63.8 GB veri ve 314 dk konuşma, ortalama 1087 TL harcama (ARPU), geçmişte 4 teklif kabul etmiş sadık müşteri.",63.83352112260292,314.72421554371846,1086.9712920012905,53,4,3,0,-0.16608621121492018,YUKSEK_DEGER,YUKSEK,1
"92 aylık abone, aylık 16.7 GB veri ve 756 dk konuşma, ortalama 445 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",16.6636473808192,756.2724444725021,445.3688997360485,92,2,0,0,5.746823364037436,YUKSEK_DEGER,YUKSEK,1
"99 aylık abone, aylık 33.9 GB veri ve 430 dk konuşma, ortalama 645 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",33.88280113482792,430.6707502267276,644.5141996806785,99,2,1,0,-4.905008086943207,YUKSEK_DEGER,YUKSEK,1
"107 aylık abone, aylık 35.4 GB veri ve 595 dk konuşma, ortalama 725 TL harcama (ARPU).",35.40554491853276,595.0685438537013,724.6935271681855,107,1,2,0,11.588431423187357,YUKSEK_DEGER,YUKSEK,1
"63 aylık abone, aylık 44.6 GB veri ve 222 dk konuşma, ortalama 798 TL harcama (ARPU).",44.56030116053401,222.84661624915157,798.4706558692259,63,1,1,0,11.367652325382034,YUKSEK_DEGER,YUKSEK,1
"11 aylık abone, aylık 7.0 GB veri ve 521 dk konuşma, ortalama 234 TL harcama (ARPU).",7.035389726692617,521.2396263112987,234.0143893250283,11,0,1,0,-18.09713009951754,BELIRSIZ,ORTA,1
"31 aylık abone, aylık 16.6 GB veri ve 362 dk konuşma, ortalama 371 TL harcama (ARPU), 2 şikayet kaydı (memnuniyetsiz), veri kullanımı %29 düşüşte (churn sinyali), geçmişte 2 teklif kabul etmiş sadık müşteri.",16.588977443174034,362.8278905739594,370.5079901377409,31,2,1,2,-28.945798078504012,RISKLI_KAYIP,YUKSEK,0
"49 aylık abone, aylık 21.5 GB veri ve 135 dk konuşma, ortalama 383 TL harcama (ARPU).",21.500113388506662,135.60871653163787,383.24011405177043,49,1,1,1,30.208854579762065,YUKSEK_DEGER,YUKSEK,1
"112 aylık abone, aylık 44.1 GB veri ve 708 dk konuşma, ortalama 871 TL harcama (ARPU).",44.12593141897276,708.3684178672635,871.4685202902721,112,1,1,1,10.10026701636246,YUKSEK_DEGER,YUKSEK,0
"103 aylık abone, aylık 23.2 GB veri ve 928 dk konuşma, ortalama 577 TL harcama (ARPU), geçmişte 5 teklif kabul etmiş sadık müşteri.",23.24130278121177,928.2319078183148,577.2967884697543,103,5,1,0,26.745907074564656,YUKSEK_DEGER,YUKSEK,1
"100 aylık abone, aylık 35.5 GB veri ve 825 dk konuşma, ortalama 748 TL harcama (ARPU).",35.45182460696148,825.8947178687893,747.8338570692363,100,0,1,0,-11.760094491099135,YUKSEK_DEGER,YUKSEK,0
"94 aylık abone, aylık 6.5 GB veri ve 736 dk konuşma, ortalama 287 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",6.523738132197288,736.338137980761,287.0153967488066,94,2,1,0,-15.610960944869369,BELIRSIZ,ORTA,1
"87 aylık abone, aylık 14.1 GB veri ve 517 dk konuşma, ortalama 361 TL harcama (ARPU), veri kullanımı %20 düşüşte (churn sinyali).",14.060134249999269,517.1757664108909,361.1535815650873,87,1,1,1,-20.295923196746443,RISKLI_KAYIP,YUKSEK,0
"19 aylık abone, aylık 39.1 GB veri ve 761 dk konuşma, ortalama 840 TL harcama (ARPU).",39.10416179546309,761.1780457095653,839.9375662517034,19,1,1,0,0.4810605507443375,YUKSEK_DEGER,YUKSEK,1
"12 aylık abone, aylık 15.4 GB veri ve 844 dk konuşma, ortalama 521 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",15.374128123484505,844.7706397147456,521.2890347382485,12,2,0,0,10.81115718969776,YUKSEK_DEGER,YUKSEK,0
"15 aylık abone, aylık 17.5 GB veri ve 627 dk konuşma, ortalama 450 TL harcama (ARPU), geçmişte 5 teklif kabul etmiş sadık müşteri.",17.517435209401903,627.3643659342587,449.54716414015456,15,5,1,0,-8.595621680185799,YUKSEK_DEGER,YUKSEK,1
"31 aylık abone, aylık 43.7 GB veri ve 363 dk konuşma, ortalama 775 TL harcama (ARPU).",43.705606912757446,363.12796553759546,775.2106034043736,31,1,0,1,44.120614558293404,YUKSEK_DEGER,YUKSEK,0
"43 aylık abone, aylık 9.2 GB veri ve 500 dk konuşma, ortalama 239 TL harcama (ARPU).",9.150404164833118,500.1231402817258,239.41158770215145,43,1,3,0,-11.053694822017277,BELIRSIZ,ORTA,0
"101 aylık abone, aylık 10.8 GB veri ve 940 dk konuşma, ortalama 378 TL harcama (ARPU).",10.845337622888001,940.5392976695873,377.9753778828963,101,0,0,0,11.21990338697961,YUKSEK_DEGER,YUKSEK,1
"37 aylık abone, aylık 6.0 GB veri ve 585 dk konuşma, ortalama 253 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",5.954999629394801,585.0511663699667,252.5331466413382,37,2,1,1,-17.07607722492206,BELIRSIZ,ORTA,1
"79 aylık abone, aylık 44.8 GB veri ve 50 dk konuşma, ortalama 710 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",44.750256000204985,50.0,709.801943383952,79,2,1,0,-11.827999937274495,YUKSEK_DEGER,YUKSEK,1
"29 aylık abone, aylık 32.2 GB veri ve 306 dk konuşma, ortalama 575 TL harcama (ARPU).",32.1511793187065,306.2153072659613,575.213728347632,29,1,3,1,2.841560241302146,YUKSEK_DEGER,YUKSEK,1
"114 aylık abone, aylık 31.7 GB veri ve 515 dk konuşma, ortalama 675 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",31.65507505372067,515.1102593715037,675.1098619017957,114,3,1,0,-15.815901518415451,YUKSEK_DEGER,YUKSEK,1
